Nome Anonimizado;ANO;Instituição de Ensino;CONSULTA;INSTITUICAO_ENSINO_ALUNO;RA;FASE;TURMA;Data de Nasc;IDADE_ALUNO;GÊNERO;PEDRA;INDE;ATINGIU_PV;STATUS_PEDRA;TESTE;Ano ingresso;Pedra 20;Pedra 21;Pedra 22;Pedra 23;INDE 22;INDE 23;Cg;Cf;Ct;Nº Av;Avaliador1;Rec Av1;Avaliador2;Rec Av2;Avaliador3;Rec Av3;Avaliador4;Rec Av4;IAA;IEG;IPS;IPP;Rec Psicologia;IDA;Mat;Por;Ing;Indicado;Atingiu PV;IPV;IAN;FASE IDEAL;DEFASAGEM;Destaque IEG;Destaque IDA;Destaque IPV;Destaque IPV
Aluno-619;2023;Escola Pública;Escola Pública;Escola Pública;RA-619;2;M;12/22/2011;11;Feminino;Ametista;7,891366667;MANTIDO;MANTIDO;OK;2021;;Ametista;Ametista;;7,693;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;9;7,1;3,77;7,708333333;;9;8,5;9,5;;;;8,116666667;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-620;2023;Escola Pública;Escola Pública;Escola Pública;RA-620;2;M;7/22/2010;13;Masculino;Ametista;7,043666667;AVANÇO;AVANÇO;OK;2021;;Ametista;Ágata;;6,018;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;6,8;8,4;7,52;6,875;;6,2;5,2;7,2;;;;7,503333333;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-1127;2023;Escola Pública;Escola Pública;Escola Pública;RA-1127;2;N;03/07/2012;11;Feminino;Topázio;8,3167;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;8,5;9,9;5,02;8,125;;6,9;5;8,7;;;;9,01;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-1128;2023;Escola Pública;Escola Pública;Escola Pública;RA-1128;2;N;2/15/2011;12;Masculino;Ágata;6,404533333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;9,5;7,3;5,02;7,916666667;;3,5;3;4;;;;7,503333333;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-1129;2023;Escola Pública;Escola Pública;Escola Pública;RA-1129;2;N;1/31/2012;11;Masculino;Ametista;7,309333333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;0;9,2;6,27;7,916666667;;7,8;6,8;8,7;;;;7,503333333;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-1130;2023;Escola Pública;Escola Pública;Escola Pública;RA-1130;2;N;3/21/2012;11;Masculino;Topázio;8,0037;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;8,5;8,4;7,52;7,708333333;;7,3;6,3;8,2;;;;7,503333333;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-1131;2023;Escola Pública;Escola Pública;Escola Pública;RA-1131;2;N;4/19/2011;12;Feminino;Topázio;8,316133333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;7,9;9,9;5,02;8,75;;9,1;8,3;9,8;;;;9,286666667;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-1132;2023;Escola Pública;Escola Pública;Escola Pública;RA-1132;2;N;1/28/2011;12;Masculino;Ágata;6,829533333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;10;6,3;6,27;7,916666667;;5,8;5,2;6,3;;;;7,503333333;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-1133;2023;Escola Pública;Escola Pública;Escola Pública;RA-1133;2;N;2/19/2013;10;Feminino;Topázio;8,600033333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;9,5;10;6,27;8,541666667;;6,5;5;8;;;;9,343333333;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-1134;2023;Escola Pública;Escola Pública;Escola Pública;RA-1134;2;N;11/28/2011;11;Masculino;Ametista;7,769866667;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;8;9,7;3,76;7,916666667;;6,8;5,5;8;;;;7,56;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-618;2023;Escola Pública;Escola Pública;Escola Pública;RA-618;2;N;02/06/2009;14;Masculino;Ágata;6,4745;QUEDA;QUEDA;OK;2020;Ametista;Ametista;Ametista;;7,18;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;0;9,2;5,02;8,125;;6,2;4,5;7,8;;;;7,95;5;Fase 4 (9° ano);-2;;;;
Aluno-631;2023;Escola Pública;Escola Pública;Escola Pública;RA-631;2;N;8/28/2010;13;Masculino;Quartzo;5,954666667;QUEDA;QUEDA;OK;2022;;;Ágata;;6,928;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;0;6,4;6,27;7,916666667;;7;6;8;;;;6,78;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-646;2023;Escola Pública;Escola Pública;Escola Pública;RA-646;2;P;12/19/2009;13;Masculino;Topázio;8,3547;MANTIDO;MANTIDO;OK;2019;Ametista;Ametista;Topázio;;8,181;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;10;8,9;7,52;8,958333333;;8,4;8,2;8,5;;;;8,783333333;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-451;2023;Escola Pública;Escola Pública;Escola Pública;RA-451;2;P;7/27/2009;14;Feminino;Topázio;8,386033333;AVANÇO;AVANÇO;OK;2019;Ametista;Quartzo;Ágata;;6,434;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;8,5;9,5;4,39;9,375;;8,9;7,8;10;;;;9,896666667;5;Fase 4 (9° ano);-2;;;;
Aluno-1135;2023;Escola Pública;Escola Pública;Escola Pública;RA-1135;2;P;11/18/2011;11;Masculino;Ametista;7,453833333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;0;9,4;7,52;8,125;;7,2;4,8;9,5;;;;7,896666667;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-649;2023;Escola Pública;Escola Pública;Escola Pública;RA-649;2;P;07/08/2010;13;Feminino;Ametista;7,579533333;MANTIDO;MANTIDO;OK;2019;Ágata;Ametista;Ametista;;7,302;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;9;9,3;3,77;8,75;;6,5;3,8;9,2;;;;8,836666667;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-651;2023;Escola Pública;Escola Pública;Escola Pública;RA-651;2;P;10/08/2012;11;Feminino;Ametista;7,332;MANTIDO;MANTIDO;OK;2022;;;Ametista;;7,866;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;0;8,2;3,77;8,75;;9,3;9,8;8,7;;;;7,95;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-1136;2023;Escola Pública;Escola Pública;Escola Pública;RA-1136;2;P;11/23/2009;13;Feminino;Ágata;6,7351;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;6,8;8,1;2,52;8,333333333;;6,6;4,8;8,3;;;;7,723333333;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-653;2023;Escola Pública;Escola Pública;Escola Pública;RA-653;2;P;3/29/2011;12;Feminino;Ametista;7,385666667;QUEDA;QUEDA;OK;2022;;;Topázio;;8,101;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;0;9,8;6,27;9,166666667;;7,9;7,7;8;;;;9,06;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-456;2023;Escola Pública;Escola Pública;Escola Pública;RA-456;2;P;11/20/2010;12;Feminino;Ametista;7,518;MANTIDO;MANTIDO;OK;2022;;;Ametista;;7,193;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;0;8,3;4,39;9,583333333;;9,9;9,7;10;;;;9,953333333;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-655;2023;Escola Pública;Escola Pública;Escola Pública;RA-655;2;P;9/23/2010;13;Feminino;Topázio;8,3198;AVANÇO;AVANÇO;OK;2019;Ametista;Ametista;Ametista;;7,785;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;7,4;9,9;7,52;9,166666667;;8,3;7,2;9,3;;;;8,896666667;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-656;2023;Escola Pública;Escola Pública;Escola Pública;RA-656;2;P;6/22/2011;12;Feminino;Ágata;6,780833333;MANTIDO;MANTIDO;OK;2020;Topázio;Ametista;Ágata;;6,652;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;0;8,9;7,52;8,541666667;;7,3;5,8;8,8;;;;7,173333333;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-657;2023;Escola Pública;Escola Pública;Escola Pública;RA-657;2;P;11/09/2010;12;Feminino;Topázio;8,3532;MANTIDO;MANTIDO;OK;2021;;Ametista;Topázio;;8,093;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;8,5;10;7,52;8,75;;8,2;7;9,3;;;;8,73;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-644;2023;Escola Pública;Escola Pública;Escola Pública;RA-644;2;P;10/04/2011;12;Feminino;Ágata;6,897033333;QUEDA;QUEDA;OK;2021;;Ametista;Ametista;;7,83;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;10;5,6;7,52;8,541666667;;5,9;4;7,7;;;;7,503333333;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-461;2023;Escola Pública;Escola Pública;Escola Pública;RA-461;2;P;12/30/2010;12;Feminino;Ametista;7,2379;AVANÇO;AVANÇO;OK;2018;Ametista;Ametista;Quartzo;;5,451;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;7,3;7,9;3,77;8,541666667;;7,4;5,7;9;;;;8,616666667;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-632;2023;Escola Pública;Escola Pública;Escola Pública;RA-632;2;R;4/21/2012;11;Feminino;Ametista;7,8768;QUEDA;QUEDA;OK;2022;;;Ágata;;6,996;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;4,7;9,1;5,64;8,333333333;;7,4;6,8;8;;;;8,563333333;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-633;2023;Escola Pública;Escola Pública;Escola Pública;RA-633;2;R;06/03/2011;12;Feminino;Ágata;6,6552;QUEDA;QUEDA;OK;2020;Ametista;Ágata;Ametista;;7,476;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;1,7;8,1;6,27;8,541666667;;7,2;5,3;9;;;;7,286666667;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-1137;2023;Escola Pública;Escola Pública;Escola Pública;RA-1137;2;R;2/27/2013;10;Feminino;Topázio;8,743366667;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;9,5;9,8;6,27;9,375;;6,5;6;7;;;;9,843333333;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-1138;2023;Escola Pública;Escola Pública;Escola Pública;RA-1138;2;R;9/16/2011;12;Feminino;Topázio;8,3472;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;9;9,2;6,27;9,166666667;;9,3;9;9,5;;;;8,566666667;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-1139;2023;Escola Pública;Escola Pública;Escola Pública;RA-1139;2;R;9/16/2012;11;Masculino;Ametista;7,6647;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;8,5;9,1;5,64;8,125;;5,3;6,3;4,3;;;;7,79;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-1140;2023;Escola Pública;Escola Pública;Escola Pública;RA-1140;2;R;8/28/2012;11;Feminino;Ametista;7,703533333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;4,7;8,7;7,52;7,708333333;;7,3;8,5;6;;;;7,62;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-445;2023;Escola Pública;Escola Pública;Escola Pública;RA-445;2;R;7/30/2010;13;Masculino;Ametista;7,9087;QUEDA;QUEDA;OK;2022;;;Ágata;;6,924;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;8;8,8;6,89;8,541666667;;8,4;7,7;9;;;;8,176666667;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-1141;2023;Escola Pública;Escola Pública;Escola Pública;RA-1141;2;R;6/27/2011;12;Feminino;Ametista;7,2757;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;9;8,8;7,52;7,708333333;;5,9;5,5;6,2;;;;7,113333333;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-639;2023;Escola Pública;Escola Pública;Escola Pública;RA-639;2;R;2/24/2012;11;Feminino;Ametista;7,5853;AVANÇO;AVANÇO;OK;2021;;Ametista;Ágata;;6,613;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;7,4;8,1;6,27;8,125;;6,3;4,8;7,8;;;;7,62;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-1142;2023;Escola Pública;Escola Pública;Escola Pública;RA-1142;2;R;5/28/2012;11;Feminino;Topázio;9,175033333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;9;10;7,52;8,541666667;;10;10;10;;;;8,343333333;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-642;2023;Escola Pública;Escola Pública;Escola Pública;RA-642;2;R;01/02/2012;11;Feminino;Topázio;8,416866667;AVANÇO;AVANÇO;OK;2021;;Topázio;Ametista;;7,75;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;9,5;9,2;6,27;8,75;;6,5;5,7;7,2;;;;9,173333333;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-658;2023;Escola Pública;Escola Pública;Escola Pública;RA-658;2;U;10/27/2012;10;Feminino;Topázio;8,438533333;AVANÇO;AVANÇO;OK;2022;;;Ametista;;7,407;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;9,5;9,5;7,52;7,916666667;;6,1;5,3;6,8;;;;9,173333333;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-588;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-588;2;U;5/16/2013;10;Feminino;Topázio;8,3527;MANTIDO;MANTIDO;OK;2021;;Topázio;Topázio;;8,622;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;8;9,6;2,52;8,958333333;;7,8;7,5;8;;;;9,673333333;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-662;2023;Escola Pública;Escola Pública;Escola Pública;RA-662;2;U;9/30/2011;12;Feminino;Ágata;6,733566667;QUEDA;QUEDA;OK;2022;;;Ametista;;7,044;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;6,8;7,6;6,27;7,291666667;;6,7;4,3;9;;;;6,72;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-403;2023;Escola Pública;Escola Pública;Escola Pública;RA-403;2;U;07/02/2010;13;Masculino;Ametista;7,716366667;MANTIDO;MANTIDO;OK;2020;Ametista;Ametista;Ametista;;7,455;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;8,5;8,8;6,27;7,291666667;;7,8;6,8;8,8;;;;8,45;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-591;2023;Escola Pública;Escola Pública;Escola Pública;RA-591;2;U;09/03/2011;12;Masculino;Ametista;7,1472;MANTIDO;MANTIDO;OK;2021;;Ametista;Ametista;;7,507;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;9;8,5;6,27;5,833333333;;6,9;6,2;7,5;;;;7,333333333;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-592;2023;Privada;Escola Privada;Escola Privada;RA-592;2;U;9/21/2012;11;Feminino;Ametista;7,935466667;MANTIDO;MANTIDO;OK;2020;Ametista;Ametista;Ametista;;7,381;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;6,2;9,2;3,77;7,916666667;;7,6;5,5;9,7;;;;8,95;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-602;2023;Escola Pública;Escola Pública;Escola Pública;RA-602;2;U;2/25/2011;12;Masculino;Topázio;8,5592;AVANÇO;AVANÇO;OK;2019;Ametista;Ametista;Ametista;;8,041;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;10;9,6;7,52;8,75;;8,1;7,3;8,8;;;;9,51;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-666;2023;Escola Pública;Escola Pública;Escola Pública;RA-666;2;U;05/09/2012;11;Masculino;Topázio;8,720366667;AVANÇO;AVANÇO;OK;2022;;;Ametista;;7,929;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;9,5;9,1;7,52;8,541666667;;7,1;6,7;7,5;;;;9,62;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-667;2023;Escola Pública;Escola Pública;Escola Pública;RA-667;2;U;4/22/2011;12;Masculino;Ágata;6,774866667;AVANÇO;AVANÇO;OK;2021;;Ametista;Quartzo;;5,844;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;9;6,9;6,89;7,083333333;;5,2;3;7,3;;;;7,836666667;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-422;2023;Escola Pública;Escola Pública;Escola Pública;RA-422;2;U;01/10/2010;13;Masculino;Quartzo;5,57;QUEDA;QUEDA;OK;2022;;;Ágata;;6,746;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;0;7,8;7,52;6,666666667;;4,4;3;5,7;;;;6,106666667;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-595;2023;Escola Pública;Escola Pública;Escola Pública;RA-595;2;U;04/04/2010;13;Masculino;Quartzo;5,078666667;MANTIDO;MANTIDO;OK;2018;Ágata;Ametista;Quartzo;;5,18;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;0;7;7,52;6,666666667;;3,3;3,2;3,3;;;;5,55;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-423;2023;Escola Pública;Escola Pública;Escola Pública;RA-423;2;U;9/22/2010;13;Feminino;Ágata;6,607533333;MANTIDO;MANTIDO;OK;2022;;;Ágata;;6,647;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;8;8,7;6,89;7,083333333;;3,4;2,3;4,5;;;;7,45;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-669;2023;Escola Pública;Escola Pública;Escola Pública;RA-669;2;U;11/20/2011;11;Masculino;Ametista;7,345033333;MANTIDO;MANTIDO;OK;2022;;;Ametista;;7,475;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;8,5;7,8;7,52;7,708333333;;5;3,3;6,7;;;;7,06;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-670;2023;Escola Pública;Escola Pública;Escola Pública;RA-670;2;U;09/05/2012;11;Feminino;Topázio;8,6067;AVANÇO;AVANÇO;OK;2022;;;Ametista;;7,451;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;9,5;8,7;7,52;8,958333333;;7;5,8;8,2;;;;9,343333333;10;Fase 2 (5° e 6° ano);0;;;;
Aluno-609;2023;Escola Pública;Escola Pública;Escola Pública;RA-609;2;U;01/03/2011;12;Masculino;Ágata;6,463033333;MANTIDO;MANTIDO;OK;2019;Ametista;Ágata;Ágata;;6,794;;;;;3;Avaliador-32;;Avaliador-5;;Avaliador-2;;;;9,5;6,4;7,52;6,875;;5,3;3,2;7,3;;;;6,216666667;5;Fase 3 (7° e 8° ano);-1;;;;
Aluno-326;2023;Privada;Escola Privada;Escola Privada;RA-326;3;A;7/21/2010;13;Feminino;Topázio;8,65075;MANTIDO;MANTIDO;OK;2022;;;Topázio;;8,22;;;;;4;Avaliador-32;;Avaliador-6;;Avaliador-4;;Avaliador-8;;9,6;9,4;3,14;9,0625;;8,2;8,3;7,5;8,8;;;9,76;10;Fase 3 (7° e 8° ano);0;;;;
Aluno-179;2023;Escola Pública;Escola Pública;Escola Pública;RA-179;3;A;11/24/2010;12;Masculino;Topázio;8,437641667;AVANÇO;AVANÇO;OK;2022;;;Ametista;;7,993;;;;;4;Avaliador-32;;Avaliador-6;;Avaliador-4;;Avaliador-8;;8,8;9,4;7,52;8,59375;;6,4;8,7;6,3;4,3;;;8,9225;10;Fase 3 (7° e 8° ano);0;;;;
Aluno-1143;2023;Escola Pública;Escola Pública;Escola Pública;RA-1143;3;A;4/30/2008;15;Feminino;Ágata;6,445933333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-32;;Avaliador-6;;Avaliador-4;;Avaliador-8;;8,8;7;6,26;7,5;;5,3;6;6,3;3,5;;;6,2075;5;Fase 5 (1° EM);-2;;;;
Aluno-330;2023;Escola Pública;Escola Pública;Escola Pública;RA-330;3;A;03/05/2008;15;Feminino;Ágata;6,084875;MANTIDO;MANTIDO;OK;2018;Ágata;Ágata;Ágata;;6,446;;;;;4;Avaliador-32;;Avaliador-6;;Avaliador-4;;Avaliador-8;;9,6;7,2;6,89;6,71875;;3,3;3,8;3,8;2,3;;;5,8275;5;Fase 5 (1° EM);-2;;;;
Aluno-332;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-332;3;A;05/06/2009;14;Masculino;Topázio;8,002591667;AVANÇO;AVANÇO;OK;2017;Ametista;Ametista;Ametista;;7,883;;;;;4;Avaliador-32;;Avaliador-6;;Avaliador-4;;Avaliador-8;;9,2;8,4;8,76;8,28125;;6,8;6,3;7,7;6,5;;;9,175;5;Fase 4 (9° ano);-1;;;;
Aluno-199;2023;Privada;Escola Privada;Escola Privada;RA-199;3;A;01/11/2009;14;Masculino;Ametista;7,892341667;MANTIDO;MANTIDO;OK;2022;;;Ametista;;7,564;;;;;4;Avaliador-32;;Avaliador-6;;Avaliador-4;;Avaliador-8;;9,2;7,6;7,51;7,96875;;8,5;8,2;8,2;9,2;;;8,505;5;Fase 4 (9° ano);-1;;;;
Aluno-1144;2023;Escola Pública;Escola Pública;Escola Pública;RA-1144;3;B;10/25/2010;13;Feminino;Ametista;7,410625;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;0;9,4;5,02;8,28125;;8;7;8,2;8,8;;;8,0025;10;Fase 3 (7° e 8° ano);0;;;;
Aluno-352;2023;Escola Pública;Escola Pública;Escola Pública;RA-352;3;B;3/26/2011;12;Masculino;Ametista;7,840341667;MANTIDO;MANTIDO;OK;2019;Ametista;Ametista;Ametista;;7,834;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;9,2;8,1;6,26;7,96875;;7,2;8,2;6;7,5;;;7,17;10;Fase 3 (7° e 8° ano);0;;;;
Aluno-1145;2023;Escola Pública;Escola Pública;Escola Pública;RA-1145;3;B;1/31/2012;11;Feminino;Ametista;7,484375;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;0;9,5;4,39;8,59375;;7,8;7,7;7,7;8;;;8,63;10;Fase 2 (5° e 6° ano);1;;;;
Aluno-1146;2023;Escola Pública;Escola Pública;Escola Pública;RA-1146;3;B;11/20/2008;14;Feminino;Ágata;6,689583333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;9,6;8,8;6,26;7,1875;;3,7;5;3,3;2,7;;;6,965;5;Fase 4 (9° ano);-1;;;;
Aluno-331;2023;Escola Pública;Escola Pública;Escola Pública;RA-331;3;B;4/22/2010;13;Feminino;Ametista;7,039791667;AVANÇO;AVANÇO;OK;2019;Ametista;Ametista;Ágata;;6,636;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;9,6;8,6;2,52;7,03125;;5,2;5,7;4,8;5,2;;;6,7975;10;Fase 3 (7° e 8° ano);0;;;;
Aluno-227;2023;Escola Pública;Escola Pública;Escola Pública;RA-227;3;B;12/10/2010;12;Masculino;Ametista;7,722125;QUEDA;QUEDA;OK;2022;;;Ágata;;6,471;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;9,6;7,5;5,63;8,28125;;6,9;7,2;6,5;7;;;7,4625;10;Fase 3 (7° e 8° ano);0;;;;
Aluno-247;2023;Escola Pública;Escola Pública;Escola Pública;RA-247;3;B;11/25/2009;13;Feminino;Ametista;7,221958333;MANTIDO;MANTIDO;OK;2021;;Ágata;Ametista;;7,72;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;0;8,5;7,52;8,28125;;7,2;6,5;6,7;8,3;;;7,5425;10;Fase 3 (7° e 8° ano);0;;;;
Aluno-343;2023;Escola Pública;Escola Pública;Escola Pública;RA-343;3;B;07/03/2008;15;Masculino;Ágata;6,779591667;MANTIDO;MANTIDO;OK;2020;Ametista;Quartzo;Ágata;;6,9;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;9,2;7,2;6,26;7,65625;;5,7;4,5;6,7;6;;;6,9225;5;Fase 5 (1° EM);-2;;;;
Aluno-1147;2023;Escola Pública;Escola Pública;Escola Pública;RA-1147;3;B;07/04/2009;14;Feminino;Ametista;7,072983333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;8,3;8,3;6,26;7,1875;;6,7;5;7,5;7,5;;;7,0075;5;Fase 4 (9° ano);-1;;;;
Aluno-345;2023;Escola Pública;Escola Pública;Escola Pública;RA-345;3;B;04/03/2009;14;Masculino;Ágata;6,534766667;AVANÇO;AVANÇO;OK;2021;;Ametista;Quartzo;;5,75;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;8,8;6,8;6,26;8,125;;4,6;5,7;5,7;2,5;;;7,1725;5;Fase 4 (9° ano);-1;;;;
Aluno-336;2023;Escola Pública;Escola Pública;Escola Pública;RA-336;3;B;8/28/2009;14;Masculino;Quartzo;5,887708333;QUEDA;QUEDA;OK;2016;Ametista;Ágata;Ágata;;6,787;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;0;7,5;6,89;7,34375;;5,1;6,7;5,2;3,3;;;7,255;5;Fase 4 (9° ano);-1;;;;
Aluno-346;2023;Escola Pública;Escola Pública;Escola Pública;RA-346;3;B;03/12/2012;11;Masculino;Ametista;7,305541667;QUEDA;QUEDA;OK;2022;;;Topázio;;8,143;;;;;4;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;0;9,4;8,14;7,96875;;6,2;6,7;5,5;6,5;;;7,84;10;Fase 2 (5° e 6° ano);1;;;;
