NOME;ANO;INSTITUICAO_ENSINO_ALUNO;FASE;TURMA;IDADE_ALUNO;GÊNERO;PEDRA;INDE;IAA;IEG;IPS;IPP;IDA;IPV;IAN
Aluno-1197;2023;Escola Pública;5;B;16;Feminino;Ágata;6,946058333;6,7;8,4;5;7,03125;7,3;7,215;5
Aluno-108;2023;Bolsista Universitário e Outros;5;B;17;Feminino;Quartzo;4,9308;5,8;7,3;2,52;4,375;2,9;5,59;5
Aluno-1198;2023;Escola Pública;5;B;16;Feminino;Ametista;7,515233333;8,3;9,4;6,26;7,5;6,7;7,9625;5
Aluno-127;2023;Escola Pública;5;B;15;Feminino;Ametista;7,91935;8,8;7,8;6,26;8,4375;6,4;8,6725;10
Aluno-114;2023;Escola Pública;5;B;17;Masculino;Quartzo;5,335;0;6;3,14;7,5;5,6;7,255;5
Aluno-146;2023;Escola Pública;5;C;16;Feminino;Ametista;7,584483333;6,2;9,5;5;8,4375;7,9;8,2125;5
Aluno-1199;2023;Escola Pública;5;C;17;Masculino;Ametista;7,024933333;6,7;9,1;5;6,875;6,2;8,0875;5
Aluno-70;2023;Escola Pública;5;C;17;Feminino;Ágata;6,869133333;9,2;9,2;5;7,5;4,3;7,545;5
Aluno-107;2023;Escola Pública;5;C;15;Feminino;Ágata;6,845208333;0;8,5;5;7,34375;7;7,5875;10
Aluno-1200;2023;Escola Pública;5;C;15;Feminino;Quartzo;5,711166667;0;6,4;5;7,5;4;6,8725;10
Aluno-151;2023;Escola Pública;5;C;17;Feminino;Ágata;6,892541667;0;7,8;7,52;8,59375;7,9;8,1725;5
Aluno-85;2023;Escola Pública;5;C;16;Masculino;Ametista;7,08435;8,8;8,9;6,27;5,9375;5,7;7,8425;5
Aluno-1201;2023;Escola Pública;5;C;15;Masculino;Topázio;8,378008333;9,2;9,6;3,77;8,59375;7,8;8,7575;10
Aluno-131;2023;Escola Pública;5;F;16;Feminino;Quartzo;5,952358333;8,3;7,8;5;7,65625;2,2;6,8;5
Aluno-132;2023;Escola Privada;5;F;15;Feminino;Ametista;7,350625;7,5;8,7;2,52;7,65625;6,5;7,715;10
Aluno-133;2023;Escola Pública;5;F;16;Feminino;Ágata;6,168416667;7,5;7,9;2,52;7,1875;5,3;6,505;5
Aluno-104;2023;Escola Pública;5;F;19;Masculino;Quartzo;4,25;0;7,7;2,52;5,625;2,6;5,6275;2,5
Aluno-137;2023;Escola Privada;5;F;17;Feminino;Quartzo;5,937025;7,1;6,3;2,52;6,40625;6;6,88;5
Aluno-144;2023;Escola Privada;5;F;14;Feminino;Quartzo;4,990333333;0;5,2;2,52;6,25;4,4;6;10
Aluno-1202;2023;Escola Pública;5;F;16;Feminino;Ágata;6,202008333;7,1;7,6;7,52;7,34375;3,3;6,67;5
Aluno-90;2023;Escola Privada;5;L;14;Feminino;Topázio;8,699408333;10;9,6;7,52;8,59375;7,7;8,1725;10
Aluno-167;2023;Escola Privada;5;L;17;Feminino;Ametista;7,806141667;8,8;9,9;5;7,96875;7,9;7,8375;5
Aluno-168;2023;Escola Privada;5;L;15;Feminino;Ágata;6,483083333;0;9,6;6,89;6,5625;4,7;6,4225;10
Aluno-1203;2023;Escola Pública;5;L;16;Feminino;Ametista;7,487841667;9,2;10;2,52;7,96875;7,2;7,8775;5
Aluno-155;2023;Escola Pública;5;L;17;Masculino;Ágata;6,318991667;7,9;8,1;5;7,03125;4,4;6,5875;5
Aluno-94;2023;Escola Privada;5;L;16;Feminino;Ametista;7,289333333;7,5;9,6;2,52;8,75;7,2;7,795;5
Aluno-81;2023;Escola Privada;5;L;15;Feminino;Ametista;7,45425;9,6;8,8;2,52;7,8125;6,3;7,2125;10
Aluno-302;2023;Escola Pública;5;L;17;Masculino;Quartzo;5,314333333;0;7,3;5;7,5;4,3;6,255;5
Aluno-171;2023;Escola Pública;5;L;17;Masculino;Ágata;6,293083333;7,5;7,2;5;7,1875;5,2;6,755;5
Aluno-160;2023;Escola Privada;5;L;16;Feminino;Ágata;6,598266667;8,8;8,3;2,52;8,125;5;7,46;5
Aluno-1204;2023;Escola Pública;5;L;16;Masculino;Ágata;6,940416667;7,5;8,7;5;7,8125;6,1;7,2125;5
Aluno-1205;2023;Escola Pública;5;L;18;Feminino;Ágata;6,806466667;9,2;9,2;6,26;7,5;5;7,085;2,5
Aluno-173;2023;Escola Privada;5;L;17;Masculino;Ametista;7,757466667;9,2;8,5;6,26;8,125;8,1;7,8775;5
Aluno-166;2023;Escola Privada;5;L;15;Masculino;Topázio;8,105583333;7,5;8,9;6,26;8,4375;8,1;7,4625;10
Aluno-175;2023;Escola Privada;5;L;16;Feminino;Ágata;6,569516667;8,8;9,2;2,52;7,1875;4,8;7,085;5
Aluno-153;2023;Escola Privada;5;M;15;Feminino;Ametista;7,289966667;9,2;7,4;2,52;8,125;6,4;7,71;10
Aluno-1206;2023;Escola Pública;5;M;17;Feminino;Ágata;6,724183333;8,8;8,3;2,52;7,8125;5,6;7,7125;5
Aluno-157;2023;Escola Privada;5;M;13;Feminino;Ametista;7,879008333;7,1;9,9;2,52;8,59375;6,8;8,63;10
Aluno-1207;2023;Escola Pública;5;M;15;Feminino;Ametista;7,58235;8,8;9;5;7,8125;5,5;7,63;10
Aluno-1208;2023;Escola Pública;5;M;15;Masculino;Ametista;7,0651;8,8;8,8;2,52;6,875;6,2;6,2525;10
Aluno-1209;2023;Escola Pública;5;M;16;Feminino;Ametista;7,43375;7,5;9,4;5;7,8125;7,4;7,7125;5
Aluno-158;2023;Escola Privada;5;M;14;Feminino;Ametista;7,297425;7,1;9;2,52;8,28125;6;7,545;10
Aluno-161;2023;Escola Privada;5;M;14;Feminino;Ágata;6,250166667;0;7,3;2,52;8,125;5,8;7,795;10
Aluno-164;2023;Escola Privada;5;M;16;Masculino;Quartzo;5,638666667;0;8,2;2,52;6,875;5,8;6,9625;5
Aluno-1210;2023;Escola Pública;5;M;16;Feminino;Ametista;7,171083333;9,6;9,4;5;7,8125;4,7;8,09;5
Aluno-165;2023;Escola Privada;5;M;15;Feminino;Ametista;7,583433333;6,7;9,2;2,52;8,125;7,3;7,795;10
Aluno-1211;2023;Escola Pública;5;M;16;Feminino;Ametista;7,09205;7,1;9,1;5;7,8125;6,2;7,7125;5
Aluno-1212;2023;Escola Pública;5;M;16;Feminino;Ágata;6,755358333;8,3;8,9;5;7,65625;4,2;7,715;5
Aluno-1213;2023;Escola Pública;5;M;17;Feminino;Quartzo;5,95625;0;8,4;2,52;7,8125;6;7,715;5
Aluno-40;2023;Escola Privada;6;A;17;Feminino;Ametista;7,169975;7,5;8,2;7,52;7,96875;5,9;7,755;5
Aluno-1214;2023;Escola Pública;6;A;16;Masculino;Topázio;8,378666667;9,6;9,8;6,89;7,5;7,4;7,6725;10
Aluno-71;2023;Escola Pública;6;A;18;Feminino;Ametista;7,3651;6,7;9,8;6,26;7,5;6,6;7,7125;5
Aluno-53;2023;Bolsista Universitário e Outros;6;A;18;Masculino;Ametista;7,600633333;9,2;9,1;5,63;7,5;7,7;7,5875;5
Aluno-43;2023;Escola Pública;6;A;17;Feminino;Ágata;6,4622;7,9;6,7;5,63;7,5;5;7,5875;5
Aluno-55;2023;Escola Pública;6;A;17;Feminino;Ágata;6,898033333;7,9;8,1;3,14;7,5;7,1;7,545;5
Aluno-44;2023;Escola Pública;6;A;18;Feminino;Ágata;6,258333333;0;8,5;5,01;7,5;6,9;7,17;5
Aluno-1215;2023;Escola Pública;6;A;16;Feminino;Ágata;6,339466667;7,1;5,6;5;7,5;4,1;7,1725;10
Aluno-45;2023;Escola Privada;6;A;16;Feminino;Topázio;8,303591667;7,1;9,6;6,26;8,28125;7,9;8,1725;10
Aluno-56;2023;Escola Privada;6;A;16;Feminino;Topázio;8,284333333;9,6;9,5;5;8,125;7,8;7,8;10
Aluno-57;2023;Escola Privada;6;A;17;Masculino;Ágata;6,450875;0;8;5,63;7,96875;7,2;7,755;5
Aluno-58;2023;Escola Privada;6;A;16;Masculino;Ametista;7,70625;0;9,7;6,26;8,4375;8,1;8,3825;10
Aluno-59;2023;Escola Privada;6;A;18;Masculino;Ametista;7,692291667;7,5;9,6;5,63;8,28125;7,2;8,4225;5
Aluno-1216;2023;Bolsista Universitário e Outros;6;A;19;Feminino;Ametista;7,7105;9,6;9;5,63;7,5;7,9;7,795;5
Aluno-78;2023;Escola Privada;6;A;18;Feminino;Ágata;6,434625;0;7,7;6,26;8,28125;6,7;8,0025;5
Aluno-79;2023;Escola Privada;6;A;17;Feminino;Ágata;6,635883333;5,8;6,2;5;7,8125;7,6;7,59;5
Aluno-61;2023;Escola Pública;6;A;16;Masculino;Ametista;7,382108333;8,3;7;6,26;7,96875;6,2;7,4625;10
Aluno-63;2023;Escola Pública;6;A;17;Masculino;Topázio;8,0641;6,7;9;6,89;8,75;8,7;8,9675;5
Aluno-64;2023;Escola Privada;6;A;17;Feminino;Ametista;7,452541667;7,5;9,2;6,89;7,34375;6,7;7,9625;5
Aluno-48;2023;Escola Privada;6;A;16;Feminino;Ametista;7,797058333;6,7;8,4;6,26;7,65625;7,7;7,6275;10
Aluno-109;2023;Escola Privada;6;A;17;Masculino;Topázio;8,3184;8,3;9,9;7,52;8,75;8,3;8,59;5
Aluno-80;2023;Escola Privada;6;L;17;Feminino;Ametista;7,252275;8,3;8,4;6,89;7,96875;6,3;7,465;5
Aluno-91;2023;Escola Privada;6;L;17;Feminino;Ametista;7,42395;10;7,4;6,89;7,8125;7,4;7,4675;5
Aluno-1217;2023;Escola Pública;6;L;17;Feminino;Ágata;6,064625;0;7,9;5,63;7,65625;5,9;7,38;5
Aluno-92;2023;Escola Privada;6;L;17;Feminino;Ametista;7,375916667;9,6;9,4;5,63;7,1875;6,7;7,045;5
Aluno-96;2023;Escola Privada;6;L;17;Masculino;Ametista;7,610791667;9,6;8,9;7,52;7,65625;6,4;7,84;5
Aluno-1218;2023;Escola Pública;6;L;17;Masculino;Ágata;6,8265;7,5;9,2;5;7,5;5,3;7,1325;5
Aluno-1219;2023;Escola Pública;6;L;16;Feminino;Ametista;7,215141667;8,8;6,5;5,63;7,34375;6,3;7,38;10
Aluno-1220;2023;Escola Pública;6;L;17;Feminino;Ágata;6,46725;0;9;5;7,8125;6,8;7,63;5
Aluno-84;2023;Escola Privada;6;L;18;Feminino;Ágata;6,034416667;0;8,8;2,52;7,8125;6;7,6725;5
Aluno-99;2023;Escola Pública;6;L;17;Masculino;Ágata;6,68045;7,9;8,3;5,63;7,8125;4,5;7,4225;5
Aluno-87;2023;Escola Privada;6;L;16;Masculino;Topázio;8,6625;7,5;10;5,63;8,125;9,3;8,385;10
Aluno-89;2023;Escola Pública;6;L;17;Masculino;Ágata;6,700775;8,3;8,1;5;7,34375;5,1;7,465;5
Aluno-1221;2023;Bolsista Universitário e Outros;7;A;22;Feminino;Topázio;8,027466667;9,2;9,1;6,26;8;8,7;8,09;5
Aluno-27;2023;Escola Privada;7;A;17;Masculino;Ametista;7,921266667;6,7;7,7;6,89;8,625;6,9;8,8825;10
Aluno-1222;2023;Bolsista Universitário e Outros;7;A;19;Feminino;Ametista;7,026466667;7,1;10;5,63;6,875;6,8;6,005;5
Aluno-32;2023;Escola Privada;7;A;17;Feminino;Ágata;6,716666667;0;8,2;3,77;7,375;7,9;6,8775;10
Aluno-19;2023;Bolsista Universitário e Outros;7;A;19;Feminino;Ametista;7,710866667;7,9;9,4;5,63;7,75;7,8;8,1725;5
Aluno-62;2023;Escola Pública;7;A;17;Feminino;Ametista;7,610333333;0;9,8;6,89;8,25;7,5;8,215;10
Aluno-1223;2023;Escola Pública;7;A;17;Masculino;Topázio;8,187766667;8,8;9,3;5;6,875;9;7,2925;10
Aluno-38;2023;Escola Privada;7;A;17;Feminino;Topázio;8,835333333;9,6;9,7;7,52;8,75;7,7;8,8825;10
Aluno-1224;2023;Bolsista Universitário e Outros;7;A;20;Masculino;Ametista;7,5524;8,3;9,4;5;7,125;8;7,6325;5
Aluno-39;2023;Escola Privada;7;A;17;Feminino;Topázio;8,710333333;9,6;9,1;7,52;8,75;7,8;8,7575;10
Aluno-1275;2024;Escola Pública;0;A;8;Masculino;Ametista;7,611366667;10;8,7;6,3;5,6;8;5,4;10
Aluno-1276;2024;Escola Pública;0;A;8;Feminino;Topázio;8,002866667;10;9,3;3,8;7,5;8;7,1;10
Aluno-1277;2024;Escola Pública;0;A;8;Masculino;Ametista;7,9522;10;9,1;3,8;7,5;8;7;10
Aluno-868;2024;Escola Pública;0;A;8;Masculino;Ametista;7,156366667;8;9,8;3,8;6,9;7;7,2;5
Aluno-1278;2024;Escola Pública;0;A;9;Masculino;Quartzo;5,4442;9;4,2;3,8;5;7,5;4,2;5
Aluno-1279;2024;Escola Pública;0;B;9;Feminino;Topázio;8,0822;10;10;6,3;7,5;8,3;7,8;5
Aluno-861;2024;Escola Pública;0;B;9;Feminino;Topázio;8,9597;9,5;10;7,5;8,1;10;9,7;5
Aluno-862;2024;Escola Pública;0;B;10;Masculino;Ametista;7,346677273;9;8,6;7,5;7,2;7,5;6,3;5
Aluno-1280;2024;Escola Pública;0;B;9;Masculino;Topázio;8,152624243;10;9,5;6,3;7,5;8,5;8,3;5
Aluno-1281;2024;Escola Pública;0;B;9;Feminino;Ametista;7,982890909;7,9;9,5;6,3;7,5;9,3;7,8;5
Aluno-895;2024;Escola Pública;0;B;9;Feminino;Topázio;8,257957576;9,5;9,5;6,3;7,5;9,5;8,1;5
Aluno-884;2024;Escola Pública;0;B;8;Feminino;Topázio;8,03450303;10;8,8;6,3;7,5;8,8;8,2;5
Aluno-1282;2024;Escola Pública;0;B;9;Feminino;Ametista;7,876927273;9,5;8,1;6,3;7,5;9,3;7,9;5
Aluno-889;2024;Escola Pública;0;B;9;Masculino;Topázio;8,191290909;8,5;9,3;6,3;7,5;9,8;8,3;5
Aluno-867;2024;Escola Pública;0;B;9;Masculino;Ametista;7,583018182;9;7,4;7,5;7,5;8,5;7,5;5
Aluno-1283;2024;Escola Pública;0;B;10;Masculino;Topázio;8,303353846;10;9,2;7,5;7,5;9;8,3;5
Aluno-891;2024;Escola Pública;0;B;10;Feminino;Topázio;8,035957576;10;9;6,3;7,5;8,8;8;5
Aluno-1284;2024;Escola Pública;0;C;8;Feminino;Topázio;8,380015217;9;9,3;2,5;7,8;10;7,9;10
Aluno-1012;2024;Escola Pública;0;C;9;Feminino;Topázio;8,057128571;9,5;9,5;2,5;8,1;9,8;8,4;5
Aluno-1285;2024;Escola Pública;0;C;7;Feminino;Topázio;8,156578882;10;8,8;2,5;7,5;8;8,9;10
Aluno-1286;2024;Escola Pública;0;C;7;Masculino;Quartzo;5,914801967;8;5,1;2,5;5,3;7;4,6;10
Aluno-1287;2024;Escola Pública;0;C;8;Feminino;Ametista;7,619650311;10;9,3;2,5;8,1;7,8;8,2;5
Aluno-1288;2024;Escola Pública;0;C;7;Feminino;Ametista;7,920889959;9;8;2,5;7,2;10;7,3;10
Aluno-1289;2024;Escola Pública;0;D;10;Feminino;Ametista;7,217172222;7;9,4;7,5;5,9;7,8;6,2;5
Aluno-1290;2024;Escola Pública;0;D;9;Masculino;Topázio;8,4072;10;10;7,5;7,5;8,8;8,3;5
Aluno-1291;2024;Escola Pública;0;D;9;Masculino;Topázio;8,0792;9,5;9,5;7,5;7,5;8,3;7,9;5
Aluno-885;2024;Escola Pública;0;D;9;Masculino;Topázio;8,2072;8,5;10;7,5;7,5;8,5;8,3;5
Aluno-1292;2024;Escola Pública;0;D;9;Feminino;Ágata;6,903162121;7,5;4,8;7,5;7,2;8,3;7,9;5
Aluno-1293;2024;Escola Pública;0;D;9;Feminino;Topázio;8,005023232;8;9,5;7,5;6,9;8,5;8,3;5
Aluno-888;2024;Escola Pública;0;D;8;Masculino;Topázio;8,1942;9;10;6,9;7,5;8,5;8,3;5
Aluno-1294;2024;Escola Pública;0;D;10;Masculino;Ametista;7,949366667;9,5;10;7,5;6,9;7,8;7,6;5
Aluno-1009;2024;Escola Pública;0;E;9;Masculino;Ágata;6,395389394;8;6,9;2,5;6,6;7,5;6,6;5
Aluno-1013;2024;Escola Pública;0;E;8;Masculino;Quartzo;5,783955981;9;5,7;2,5;5;7,8;4,7;5
Aluno-1295;2024;Escola Pública;0;E;8;Feminino;Topázio;8,061745455;10;9,5;2,5;7,5;7,5;8,3;10
Aluno-1296;2024;Escola Pública;0;E;9;Feminino;Ametista;7,057422222;9;8,4;2,5;7,5;6,5;8,3;5
Aluno-863;2024;Escola Pública;0;E;8;Masculino;Quartzo;4,668434848;8,5;3,2;2,5;4,7;5,5;4,3;5
Aluno-1297;2024;Escola Pública;0;E;8;Masculino;Ametista;7,620247619;9,5;9,8;2,5;7,5;9,3;6,8;5
Aluno-1014;2024;Escola Pública;0;E;8;Feminino;Ágata;6,315972727;8,5;7,9;2,5;6,9;5,3;7;5
Aluno-880;2024;Escola Pública;0;E;8;Feminino;Ágata;6,853080435;9,5;8,4;2,5;7,2;6,5;7,2;5
Aluno-886;2024;Escola Pública;0;E;8;Feminino;Topázio;8,4192;9,5;10;8,1;7,5;8,8;8,3;5
Aluno-1298;2024;Escola Pública;0;E;8;Masculino;Ametista;7,577287995;9,5;6,6;7,5;7,2;6,8;7,4;10
Aluno-1299;2024;Escola Pública;0;E;10;Masculino;Ametista;7,069727778;8,5;7,6;7,5;7,2;6,5;7,1;5
Aluno-904;2024;Escola Pública;0;F;8;Feminino;Ametista;7,6352;9,5;8,8;7,5;7,5;6;8,7;5
Aluno-1300;2024;Escola Pública;0;F;8;Feminino;Ametista;7,623866667;8,5;8,8;2,5;7,5;9;8,6;5
Aluno-1301;2024;Escola Pública;0;F;8;Masculino;Quartzo;5,634533333;9,5;2,9;2,5;7,5;7;6;5
Aluno-1302;2024;Escola Pública;0;F;8;Masculino;Quartzo;5,758866667;10;5,4;2,5;6,3;4;5;10
Aluno-1303;2024;Escola Pública;0;F;8;Feminino;Topázio;8,8352;10;10;2,5;7,5;10;9,2;10
Aluno-1304;2024;Escola Pública;0;G;10;Feminino;Ametista;7,085119935;9;8;8,1;7,8;6;6,5;5
Aluno-1305;2024;Escola Pública;0;G;10;Feminino;Ágata;6,68522193;8,5;8,7;2,5;7,8;4,8;8,1;5
Aluno-1306;2024;Escola Pública;0;G;8;Feminino;Topázio;8,503033333;9;10;8,1;7,5;9,8;7,9;5
Aluno-702;2024;Escola Pública;0;G;10;Feminino;Ametista;7,665116667;9;9,8;2,5;7,8;9,3;7,2;5
Aluno-725;2024;Escola Pública;0;G;10;Masculino;Ametista;7,090077193;7,5;7,7;7,5;7,5;7,3;6,8;5
Aluno-912;2024;Escola Pública;0;G;10;Feminino;Ametista;7,697103509;9;9,5;7,5;8,1;7,3;6,9;5
Aluno-918;2024;Escola Pública;0;G;8;Feminino;Quartzo;5,657357018;7,9;8,7;2,5;5,9;2,8;6,2;5
Aluno-920;2024;Escola Pública;0;G;9;Feminino;Ametista;7,74949386;9,5;7,7;7,5;7,2;8,3;8,2;5
Aluno-1307;2024;Escola Pública;0;H;8;Masculino;Ágata;6,594033333;10;5,8;6,3;6,3;5,5;5,4;10
Aluno-1308;2024;Escola Pública;0;H;9;Feminino;Ágata;6,876997101;10;7,4;7,5;7,5;6;5,9;5
Aluno-1309;2024;Escola Pública;0;H;7;Feminino;Topázio;8,3792;9;9,2;7,5;7,5;7,5;8,2;10
Aluno-1310;2024;Escola Pública;0;H;7;Feminino;Topázio;8,390783333;8,5;9,4;2,5;7,8;10;8,2;10
Aluno-1311;2024;Escola Pública;0;H;8;Masculino;Ágata;6,411866667;9;9,2;2,5;7,5;0;8,4;10
Aluno-1312;2024;Escola Pública;0;H;9;Masculino;Ametista;7,5102;10;8,3;7,5;6,3;6,5;8,3;5
Aluno-1313;2024;Escola Pública;0;H;8;Masculino;Topázio;8,015533333;9,5;8,1;7,5;7,5;6,3;8,4;10
Aluno-1314;2024;Escola Pública;0;H;7;Feminino;Topázio;8,2398;7,4;8,5;7,5;7,5;9;7,4;10
Aluno-1315;2024;Escola Pública;0;H;7;Masculino;Topázio;8,351066667;6,8;8,3;7,5;7,5;9;8,5;10
Aluno-921;2024;Escola Pública;0;I;8;Feminino;Ametista;7,283820321;8,5;8,7;7,5;7,5;6;7,5;5
Aluno-1316;2024;Escola Pública;0;I;9;Feminino;Ametista;7,59291123;9;8,2;7,5;7,5;7,8;7,5;5
Aluno-1317;2024;Escola Pública;0;I;9;Feminino;Ametista;7,665638503;7,5;7,1;7,5;7,5;10;7,5;5
Aluno-897;2024;Escola Pública;0;I;10;Masculino;Quartzo;5,221205051;7;2,8;2,5;6,9;6;6,7;5
Aluno-908;2024;Escola Pública;0;I;9;Feminino;Ágata;6,764292246;8,5;8,1;7,5;7,2;4,8;6,8;5
Aluno-916;2024;Escola Pública;0;I;10;Feminino;Quartzo;5,505853162;8,5;7,3;2,5;6,6;2,8;6,2;5
Aluno-924;2024;Escola Pública;0;I;9;Masculino;Ágata;6,472736096;7;4,6;7,5;7,2;7;7,4;5
Aluno-925;2024;Escola Pública;0;I;8;Masculino;Ágata;6,587019519;8;7;7,5;7,2;4,8;7,3;5
Aluno-1008;2024;Escola Pública;0;I;9;Masculino;Ágata;6,866741444;7;6,5;7,5;7,2;7;7,5;5
Aluno-919;2024;Escola Pública;0;I;10;Masculino;Quartzo;5,799702674;7;4,7;6,3;6,9;5,3;6,5;5
Aluno-1318;2024;Escola Pública;0;I;8;Feminino;Ágata;6,823383155;8,5;7,7;7,5;7,2;5;7,3;5
Aluno-1003;2024;Escola Pública;0;J;9;Masculino;Ametista;7,627588889;8;8,7;7,5;6,9;8,3;7,5;5
Aluno-1004;2024;Escola Pública;0;J;9;Feminino;Ametista;7,8012;9,5;9,3;7,5;7,5;7,5;7,5;5
Aluno-1006;2024;Escola Pública;0;J;9;Feminino;Ametista;7,040088889;8,5;8,4;7,5;7,5;5;7,5;5
Aluno-1319;2024;Escola Pública;0;J;9;Masculino;Ametista;7,201526797;8,5;5,8;7,5;7,5;8,5;7,5;5
Aluno-858;2024;Escola Pública;0;J;9;Masculino;Ágata;6,917866667;9;6,8;2,5;7,5;8,3;7,5;5
Aluno-905;2024;Escola Pública;0;J;10;Masculino;Ágata;6,392582353;9;7,8;7,5;6,9;3;7;5
Aluno-907;2024;Escola Privada;0;J;9;Feminino;Ametista;7,940088889;9;8,9;7,5;7,5;8,8;7,5;5
Aluno-1320;2024;Escola Pública;0;J;10;Masculino;Ametista;7,884533333;9;9,2;7,5;7,5;8,3;7,5;5
Aluno-909;2024;Escola Pública;0;J;11;Feminino;Ametista;7,722033333;10;8,2;7,5;6,9;8,3;7,5;5
Aluno-729;2024;Escola Pública;0;J;10;Feminino;Ágata;6,684533333;8;8,4;2,5;7,5;6;7,5;5
Aluno-1321;2024;Escola Pública;0;K;7;Masculino;Ametista;7,95295;9;8,9;6,9;6,6;8,8;5,9;10
Aluno-1322;2024;Escola Pública;0;K;8;Feminino;Topázio;8,47795;9,5;9;7,5;8,4;7,5;8,2;10
Aluno-1323;2024;Escola Pública;0;K;9;Masculino;Ametista;7,487366667;10;9,1;7,5;6,9;7;6,7;5
Aluno-1324;2024;Escola Pública;0;K;9;Masculino;Topázio;8,33245;10;10;7,5;7,8;8,5;8;5
Aluno-931;2024;Escola Pública;0;K;9;Masculino;Ametista;7,075466667;7,9;8,6;2,5;7,5;8,5;6,8;5
Aluno-1325;2024;Escola Pública;0;K;8;Masculino;Topázio;8,982495455;9;9,5;7,5;8,4;10;7,9;10
Aluno-1326;2024;Escola Pública;0;K;8;Feminino;Ametista;7,639783333;9;9,3;7,5;7,8;4,5;7,2;10
Aluno-1327;2024;Escola Pública;0;K;7;Feminino;Topázio;8,264116667;9;9,3;7,5;7,8;7,5;7,3;10
Aluno-1328;2024;Escola Pública;0;K;8;Feminino;Topázio;8,058866667;8,5;8,2;7,5;7,5;10;7,8;5
Aluno-1329;2024;Escola Pública;0;K;8;Masculino;Ametista;7,98945;9,5;10;7,5;6,6;6,5;6,7;10
Aluno-1330;2024;Escola Pública;0;K;8;Feminino;Topázio;8,944616667;10;9,3;7,5;8,4;9,5;7,9;10
Aluno-1331;2024;Escola Pública;0;K;7;Feminino;Ametista;7,852283333;9;7,3;7,5;8,4;7,3;7,2;10
Aluno-944;2024;Escola Pública;0;L;10;Feminino;Ametista;7,8262;9;7,3;7,5;8,8;9;7,8;5
Aluno-1332;2024;Escola Pública;0;L;10;Masculino;Topázio;8,104052941;8,5;9,4;7,5;9,4;8,3;7,7;5
Aluno-754;2024;Escola Pública;0;L;11;Masculino;Quartzo;5,6127;8,5;6,3;5,6;2,5;6,3;4,8;5
Aluno-1333;2024;Escola Pública;0;L;9;Masculino;Topázio;8,2132;7,5;10;6,3;9,4;9,3;7,8;5
Aluno-934;2024;Escola Pública;0;L;9;Feminino;Topázio;8,3387;9,5;9,8;7,5;9,4;8,5;7,8;5
Aluno-1334;2024;Escola Pública;0;L;9;Masculino;Topázio;8,3502;10;10;5,6;9,4;9;7,8;5
Aluno-941;2024;Escola Pública;0;L;9;Feminino;Ametista;7,7467;8;9,3;5;8,1;8,8;7,7;5
Aluno-756;2024;Escola Pública;0;L;11;Masculino;Ametista;7,3617;10;8,8;7,5;8,1;5,5;7,2;5
Aluno-1335;2024;Escola Pública;0;L;10;Masculino;Topázio;8,3217;9;9,8;7,5;9,4;8,8;7,7;5
Aluno-773;2024;Escola Pública;0;L;10;Feminino;Ágata;6,5662;10;8,8;2,5;7,5;5;6,6;5
Aluno-938;2024;Escola Pública;0;L;10;Masculino;Topázio;8,005602692;9,5;9,5;7,5;8,1;7,8;7,7;5
Aluno-1336;2024;Escola Pública;0;M;8;Feminino;Ametista;7,141365632;9,5;6,2;2,5;7,5;9,5;7,8;5
Aluno-1337;2024;Escola Pública;0;M;10;Masculino;Ágata;6,015144444;8;4,7;7,5;6,9;6;5,7;5
Aluno-1338;2024;Escola Pública;0;M;8;Masculino;Ágata;6,136842857;8;8,7;7,5;6,9;3;5,3;5
Aluno-1339;2024;Escola Pública;0;M;8;Feminino;Ametista;7,3547;8,5;10;6,9;5;8,8;5,3;5
Aluno-1340;2024;Escola Pública;0;M;8;Feminino;Topázio;8,342271429;9,5;8,4;7,5;5,6;10;7;10
Aluno-1341;2024;Escola Pública;0;M;9;Masculino;Ametista;7,862906349;10;9,2;7,5;5,6;10;6;5
Aluno-947;2024;Escola Pública;0;M;9;Masculino;Ágata;6,053509524;9;7,6;7,5;5,6;4,5;4,6;5
Aluno-1342;2024;Escola Pública;0;M;8;Masculino;Ametista;7,818580952;9,5;9,8;7,5;7,5;9;5,6;5
Aluno-1343;2024;Escola Pública;0;M;7;Feminino;Topázio;8,8262;8;10;7,5;6,3;9,8;8,5;10
Aluno-1344;2024;Escola Pública;0;N;8;Feminino;Topázio;9,3612;8,5;10;7,5;8,8;10;9,4;10
Aluno-945;2024;Escola Pública;0;N;9;Masculino;Ametista;7,419580952;9;9,5;2,5;7,5;8,8;6,8;5
Aluno-946;2024;Escola Pública;0;N;8;Masculino;Ágata;6,67772381;9,5;8,8;2,5;7,5;4,5;7,8;5
Aluno-1345;2024;Escola Pública;0;N;9;Masculino;Ametista;7,234012866;8,5;9,5;7,5;6,3;6,3;6,8;5
Aluno-771;2024;Escola Pública;0;N;9;Feminino;Ágata;6,066009524;8,5;6,6;3,1;5,6;6,5;6,1;5
Aluno-1346;2024;Escola Pública;0;N;8;Masculino;Ametista;7,370104762;9,5;8,1;7,5;6,3;5,5;6,7;10
Aluno-1347;2024;Escola Pública;0;N;9;Masculino;Ágata;6,153842857;8,5;8,8;2,5;5,6;5;6,2;5
Aluno-949;2024;Escola Pública;0;N;9;Feminino;Ametista;7,132342857;9;8,8;7,5;6,3;6,5;6,5;5
